pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,election_year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
SurveyUSA,2006/11/03,2006/11/05,4360,LV,42,54,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2005/10/24,2005/11/03,18720,RV,31,35,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2005/11/30,2005/11/30,5000,LV,43,41,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/01/03,2006/01/03,5000,LV,45,40,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Hart Research (D),2006/02/02,2006/02/07,5020,RV,47,36,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/02/16,2006/02/16,5000,LV,46,37,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/03/28,2006/03/28,5000,LV,45,42,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/04/19,2006/04/19,5000,LV,43,41,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/04/24,2006/04/26,6250,LV,47,36,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Feldman Group,2006/04/04,2006/04/27,8000,LV,44,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/05/08,2006/05/08,5000,LV,41,44,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Battleground,2006/05/12,2006/05/14,6500,LV,55,40,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
University of Cincinnati,2006/05/09,2006/05/21,6430,RV,52,42,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/06/10,2006/06/12,5070,LV,39,48,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/06/13,2006/06/19,7850,RV,34,46,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/06/20,2006/06/20,5000,LV,46,39,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/07/11,2006/07/19,9530,LV,37,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2006/07/11,2006/07/20,16540,RV,37,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/07/27,2006/07/27,5000,LV,42,44,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/08/05,2006/08/07,5030,LV,41,49,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/08/15,2006/08/21,10450,LV,39,47,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/08/22,2006/08/22,5000,LV,42,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
USA Today/Gallup,2006/08/23,2006/08/27,5840,LV,40,46,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/08/29,2006/09/05,8070,LV,41,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/09/13,2006/09/13,5000,LV,41,47,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
University of Cincinnati,2006/09/07,2006/09/17,6710,LV,47,51,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Quinnipiac,2006/09/11,2006/09/17,8760,LV,44,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/09/18,2006/09/20,4900,LV,42,52,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2006/09/09,2006/09/22,17910,RV,42,47,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/09/19,2006/09/25,9630,LV,41,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/09/25,2006/09/27,6250,LV,43,45,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Univ. of Akron,2006/08/20,2006/09/29,4770,LV,42,42,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Reuters/Zogby,2006/09/25,2006/10/02,6010,LV,41,41,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/10/03,2006/10/03,5000,LV,43,50,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/10/09,2006/10/11,5150,LV,40,54,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/10/12,2006/10/12,5000,LV,42,48,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Univ. of Cinci,2006/10/09,2006/10/14,5260,LV,45,52,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Quinnipiac,2006/10/10,2006/10/15,9010,LV,41,53,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
CBS News/NY Times,2006/10/11,2006/10/15,6890,LV,35,49,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/10/10,2006/10/16,7500,LV,45,49,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/10/18,2006/10/20,6250,LV,40,48,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
LA Times/Bloomberg,2006/10/20,2006/10/23,5070,LV,39,47,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/10/24,2006/10/24,5000,LV,43,54,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/10/23,2006/10/25,5630,LV,37,57,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/10/23,2006/10/27,,LV,47,49,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
CNN,2006/10/26,2006/10/29,5420,LV,43,54,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Opinion Consultants,2006/10/22,2006/10/30,8000,LV,44,51,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Reuters/Zogby,2006/10/24,2006/10/31,6000,LV,42,49,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2006/10/24,2006/11/03,15410,RV,38,62,,2006,ohio,,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/11/01,2006/11/03,6250,LV,50,38,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
USA Today/Gallup,2006/11/01,2006/11/04,8770,LV,49,46,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/11/04,2006/11/04,5000,LV,51,47,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/11/03,2006/11/05,6790,LV,51,46,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Decision Research (D),2005/02/22,2005/02/26,4000,LV,37,39,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Global Strat. (D),2005/03/22,2005/03/24,6000,LV,24,28,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Global Strat. (D),2005/10/13,2005/10/20,15000,LV,36,39,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2005/12/12,2005/12/12,5000,LV,36,42,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/01/17,2006/01/17,5000,LV,42,40,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/02/27,2006/02/27,5000,LV,39,35,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/05/01,2006/05/01,5000,LV,43,39,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby,2006/06/12,2006/06/12,5020,LV,46,42,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Univ. of TN,2006/07/05,2006/07/16,5010,RV,42,35,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/07/16,2006/07/16,5000,LV,49,37,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/07/11,2006/07/19,,,43,44,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Mason-Dixon,2006/07/17,2006/07/19,6250,LV,49,36,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Voter/Consumer Res.,2006/07/23,2006/07/25,5000,LV,54,39,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/08/10,2006/08/10,5000,LV,48,42,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Benenson Strat. (D),2006/08/10,2006/08/15,11180,LV,42,44,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/08/15,2006/08/21,,,48,44,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/08/29,2006/09/05,,,45,43,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/09/05,2006/09/05,5000,LV,45,44,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/09/09,2006/09/11,6380,LV,45,48,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Benenson Strat (D),2006/09/21,2006/09/23,6050,LV,39,45,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/09/19,2006/09/25,,,48,42,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Mason-Dixon,2006/09/25,2006/09/27,6250,LV,42,43,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Middle Tn. State U.,2006/09/19,2006/09/30,5490,LV,43,42,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
USA Today/Gallup,2006/09/27,2006/10/01,5980,LV,45,50,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/09/28,2006/10/01,5000,LV,43,48,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Reuters/Zogby,2006/09/25,2006/10/02,6040,LV,40,40,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Hamilton Beattie (D),2006/10/02,2006/10/04,8000,LV,44,51,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/10/07,2006/10/09,5390,LV,48,46,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/10/11,2006/10/11,5000,LV,46,48,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/10/10,2006/10/16,9060,LV,49,42,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Mason-Dixon,2006/10/18,2006/10/20,6250,LV,45,43,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
LA Times/Bloomberg,2006/10/20,2006/10/23,5150,LV,49,44,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/10/23,2006/10/23,5000,LV,49,47,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Hamilton Beattie (D),2006/10/21,2006/10/24,8000,LV,45,47,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/10/22,2006/10/24,7800,LV,48,48,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/10/23,2006/10/27,,LV,49,48,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Benenson Strat (D),2006/10/26,2006/10/28,5600,LV,43,48,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
CNN,2006/10/26,2006/10/29,5410,LV,52,44,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/10/30,2006/10/30,5000,LV,49,47,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Reuters/Zogby,2006/10/24,2006/10/31,6000,LV,53,43,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Hamilton Beattie (D),2006/10/31,2006/11/01,6000,LV,40,46,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/11/02,2006/11/02,5000,LV,53,45,,2006,tennessee,,47.9892239440038,50.7124140056007,1.29836205039551,1
Deseret News,2006/09/25,2006/09/28,9220,RV,62,25,,2006,utah,,31.064924061535,62.360919524133,6.57415641433203,1
Rasmussen,2006/11/02,2006/11/02,5000,LV,49,49,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
USA Today/Gallup,2006/11/01,2006/11/03,9160,LV,49,46,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/11/01,2006/11/03,6250,LV,45,46,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/11/03,2006/11/05,7410,LV,44,52,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2005/12/07,2005/12/07,5000,LV,57,26,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/02/08,2006/02/08,5000,LV,49,37,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/04/11,2006/04/11,5000,LV,50,30,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/06/14,2006/06/14,5000,LV,51,41,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Benenson Strategy (D),2006/06/22,2006/06/27,6010,LV,46,39,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/06/25,2006/06/27,5330,LV,56,37,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby,2006/07/12,2006/07/15,5010,LV,47,37,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/07/18,2006/07/18,5000,LV,50,39,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/07/25,2006/07/27,6250,RV,48,32,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/08/16,2006/08/16,5000,LV,47,42,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/08/18,2006/08/20,5760,LV,48,45,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/08/15,2006/08/21,,,47,48,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/08/29,2006/09/05,,,43,50,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/09/05,2006/09/07,6250,LV,46,42,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/09/10,2006/09/12,4670,LV,48,45,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/09/19,2006/09/25,9600,LV,49,44,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/09/24,2006/09/26,6280,LV,49,44,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/09/23,2006/09/27,6250,LV,43,43,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/09/26,2006/09/28,6120,LV,50,44,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
USA Today/Gallup,2006/09/27,2006/10/01,5970,LV,48,45,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/09/28,2006/10/01,7500,LV,49,43,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Reuters/Zogby,2006/09/25,2006/10/02,6010,LV,48,37,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Washington Post,2006/10/10,2006/10/12,10040,LV,49,47,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/12,2006/10/12,5000,LV,49,46,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive *,2006/10/10,2006/10/16,10170,LV,50,47,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
LA Times/Bloomberg,2006/10/20,2006/10/23,3850,LV,44,47,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/10/22,2006/10/24,6130,LV,49,46,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/24,2006/10/24,5000,LV,50,48,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/10/23,2006/10/27,,LV,47,51,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Roanoke College,2006/10/22,2006/10/29,4530,LV,45,42,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
CNN,2006/10/26,2006/10/29,5970,LV,46,50,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Garin Hart Yang (D),2006/10/26,2006/10/29,8110,LV,43,47,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/29,2006/10/29,5000,LV,46,51,,2006,virginia,,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/26,2006/10/26,5000,LV,42,54,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
SurveyUSA,2006/10/27,2006/10/29,7740,LV,41,54,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
U. of Washington,2006/10/25,2006/10/31,7000,RV,41,53,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Mason-Dixon,2006/10/31,2006/11/02,6250,LV,38,54,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/05/15,2005/05/17,8000,LV,36,49,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/08/05,2005/08/07,8000,RV,38,46,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/09/19,2005/09/21,8000,RV,39,46,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/10/23,2005/10/25,8000,RV,39,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2005/11/10,2005/11/10,5000,LV,37,52,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2005/11/30,2005/11/30,5000,LV,37,52,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/12/02,2005/12/04,8000,RV,39,50,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/01/02,2006/01/02,5000,LV,36,51,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/01/24,2006/01/24,5000,LV,36,50,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Elway Poll,2006/02/06,2006/02/09,4050,RV,25,55,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/02/10,2006/02/12,8000,LV,40,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/03/07,2006/03/07,5000,LV,36,49,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/03/24,2006/03/26,8000,LV,39,49,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/04/04,2006/04/04,5000,LV,40,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Elway Poll,2006/04/20,2006/04/23,4050,RV,23,52,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/04/21,2006/04/23,8000,LV,40,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/05/08,2006/05/08,5000,LV,41,46,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/05/19,2006/05/21,8000,LV,42,47,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/06/13,2006/06/13,5000,LV,40,44,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/06/23,2006/06/25,8000,LV,43,47,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Elway Poll,2006/07/11,2006/07/13,4000,RV,33,47,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/07/17,2006/07/17,5000,LV,37,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Zogby Interactive*,2006/07/11,2006/07/19,,,42,49,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/07/21,2006/07/23,8000,LV,44,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/08/15,2006/08/15,5000,LV,40,46,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Zogby Interactive*,2006/08/15,2006/08/21,,,43,51,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
SurveyUSA,2006/08/25,2006/08/27,8080,RV,39,56,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/08/25,2006/08/27,8000,LV,43,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
SurveyUSA,2006/08/28,2006/08/29,6690,RV,36,53,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Zogby Interactive*,2006/08/29,2006/09/05,,,42,50,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/09/06,2006/09/06,5000,LV,35,52,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/09/20,2006/09/20,5000,LV,42,48,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/09/22,2006/09/24,8000,LV,40,49,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
Zogby Interactive*,2006/09/19,2006/09/25,,,43,50,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
SurveyUSA,2006/09/21,2006/09/25,4810,LV,42,54,,2006,washington,,56.8526980891035,39.9334080069721,3.2138939039244,0
